_id,INTERSECTION_ID,LINEAR_NAME_FULL_1,LINEAR_NAME_FULL_2,ID,X,Y,LONGITUDE,LATITUDE,OBJECTID,geometry,MID_BLOCK,POLICE_DIVISION_2,POLICE_DIVISION_3,ACTIVATION_DATE,SIDE2,CLIENT_STREET_2,CLIENT_STREET_1,SIDE1,MI_PRINX,PRIVATE_ACCESS,TCS,ADDITIONAL_INFO,POLICE_DIVISION_1,WARD_1,WARD_3,WARD_2,WARD_4,NAME,DISTRICT,RLC,MAIN
23223,13467345,University Ave,Wellington St W,87,NA,NA,NA,NA,87,"c(-79.3840989922877, 43.6463830046885)",NA,NA,NA,2017-09-06T04:00:00,NA,WELLINGTON ST W,UNIVERSITY AVE,WELLINGTON ST W,87,NA,76,NA,52,Spadina-Fort York(10),NA,NA,NA,University Ave And Wellington St W,Toronto and East York,6098,UNIVERSITY AVE
23224,13452362,Albion Rd,Kipling Ave,88,NA,NA,NA,NA,88,"c(-79.5804020028511, 43.7397240059444)",NA,NA,NA,2017-07-10T04:00:00,NA,KIPLING AVE,ALBION RD,KIPLING AVE,88,NA,734,NA,23,Etobicoke North(1),NA,NA,NA,Albion Rd And Kipling Ave,Etobicoke York,6099,ALBION RD
23225,13469800,The Queensway,Kipling Ave,89,NA,NA,NA,NA,89,"c(-79.5267410052857, 43.6209179956827)",NA,NA,NA,2018-09-05T04:00:00,NA,KIPLING AVE,THE QUEENSWAY,KIPLING AVE,89,NA,568,NA,22,Etobicoke-Lakeshore(3),NA,NA,NA,The Queensway And Kipling Ave,Etobicoke York,6100,THE QUEENSWAY
23226,13444088,Finch Ave E,Gordon Baker Rd,90,NA,NA,NA,NA,90,"c(-79.3412610045643, 43.7951470000125)",NA,NA,NA,2017-11-30T05:00:00,FINCH E 404 N RAMP,GORDON BAKER RD,FINCH AVE E,GORDON BAKER RD,90,NA,1181,NA,33,Don Valley North(17),NA,NA,NA,Finch Ave E And Gordon Baker Rd / Finch E 404 N Ramp,North York,6101,FINCH AVE E
23227,13463674,Jarvis St,Isabella St,91,NA,NA,NA,NA,91,"c(-79.3794520049809, 43.6688930027192)",NA,NA,NA,2017-03-13T04:00:00,NA,ISABELLA ST,JARVIS ST,ISABELLA ST,91,NA,12,NA,51,Toronto Centre(13),NA,NA,NA,Jarvis St And Isabella St,Toronto and East York,6102,JARVIS ST
23228,13452352,Danforth Rd,Brimley Rd,92,NA,NA,NA,NA,92,"c(-79.2473840010046, 43.7351730038106)",NA,43,NA,2017-03-10T05:00:00,NA,BRIMLEY RD,DANFORTH RD,BRIMLEY RD,92,NA,378,NA,41,Scarborough Southwest(20),NA,NA,NA,Danforth Rd And Brimley Rd,Scarborough,6103,DANFORTH RD
23229,13442036,McCowan Rd,McNicoll Ave,93,NA,NA,NA,NA,93,"c(-79.2719800057721, 43.8179410082595)",NA,NA,NA,2017-03-14T04:00:00,NA,MCNICOLL AVE,MCCOWAN RD,MCNICOLL AVE,93,NA,1493,NA,42,Scarborough North(23),NA,NA,NA,Mccowan Rd And Mcnicoll Ave,Scarborough,6105,MCCOWAN RD
23230,13463362,St Clair Ave W,Gunns Rd,94,NA,NA,NA,NA,94,"c(-79.4711240063789, 43.6717810093395)",NA,11,NA,2017-07-10T04:00:00,OLD STOCK YARDS RD,GUNNS RD,ST CLAIR AVE W,GUNNS RD,94,HOME DEPOT ENTRANCE,1404,NA,12,York South-Weston(5),NA,NA,NA,St Clair Ave W And Gunns Rd / Old Stock Yards Rd @ Home Depot Entrance,Etobicoke York,6106,ST CLAIR AVE W
23231,13467505,Spadina Ave,King St W,95,NA,NA,NA,NA,95,"c(-79.3950459963437, 43.6454700030013)",NA,52,NA,2017-11-03T04:00:00,NA,KING ST W,SPADINA AVE,KING ST W,95,NA,273,NA,14,Spadina-Fort York(10),NA,NA,NA,Spadina Ave And King St W,Toronto and East York,6107,SPADINA AVE
23232,13444619,Sheppard Ave E,McCowan Rd,96,NA,NA,NA,NA,96,"c(-79.2588380089157, 43.7896200075726)",NA,NA,NA,2017-03-10T05:00:00,NA,MCCOWAN RD,SHEPPARD AVE E,MCCOWAN RD,96,NA,938,NA,42,Scarborough North(23),NA,NA,NA,Sheppard Ave E And Mccowan Rd,Scarborough,6108,SHEPPARD AVE E
23233,13466241,King St E,Parliament St,97,NA,NA,NA,NA,97,"c(-79.3632450108231, 43.6527289986933)",NA,NA,NA,2017-03-10T05:00:00,NA,PARLIAMENT ST,KING ST E,PARLIAMENT ST,97,NA,245,NA,51,Toronto Centre(13),NA,NA,NA,King St E And Parliament St,Toronto and East York,6109,KING ST E
23234,13456327,Rexdale Blvd,Martin Grove Rd,98,NA,NA,NA,NA,98,"c(-79.581117010177, 43.7138439993169)",NA,NA,NA,2017-04-11T04:00:00,NA,MARTIN GROVE RD,REXDALE BLVD,MARTIN GROVE RD,98,NA,790,NA,23,Etobicoke North(1),NA,NA,NA,Rexdale Blvd And Martin Grove Rd,Etobicoke York,6110,REXDALE BLVD
23235,13469998,The Queensway,The East Mall,99,NA,NA,NA,NA,99,"c(-79.5462869918465, 43.6164190042953)",NA,NA,NA,2017-10-06T04:00:00,NA,THE EAST MALL,THE QUEENSWAY,THE EAST MALL,99,NA,911,NA,22,Etobicoke-Lakeshore(3),NA,NA,NA,The Queensway And The East Mall,Etobicoke York,6111,THE QUEENSWAY
23236,13460975,St Clair Ave W,Spadina Rd,100,NA,NA,NA,NA,100,"c(-79.4111690060153, 43.6846250039646)",NA,53,NA,2017-07-14T04:00:00,NA,SPADINA RD,ST CLAIR AVE W,SPADINA RD,100,NA,479,NA,13,Toronto-St. Paul's(12),NA,NA,NA,St Clair Ave W And Spadina Rd,Toronto and East York,6112,ST CLAIR AVE W
23237,13447779,Dufferin St,Finch Ave W,101,NA,NA,NA,NA,101,"c(-79.4669269987134, 43.7688520057869)",NA,NA,NA,2017-06-05T04:00:00,NA,FINCH AVE W,DUFFERIN ST,FINCH AVE W,101,NA,618,NA,32,York Centre(6),NA,NA,NA,Dufferin St And Finch Ave W,North York,6113,DUFFERIN ST
23238,13469914,Islington Ave,Evans Ave,102,NA,NA,NA,NA,102,"c(-79.5113280068698, 43.6183930020751)",NA,NA,NA,2017-06-05T04:00:00,NA,EVANS AVE,ISLINGTON AVE,EVANS AVE,102,NA,775,NA,22,Etobicoke-Lakeshore(3),NA,NA,NA,Islington Ave And Evans Ave,Etobicoke York,6114,ISLINGTON AVE
23239,13463137,Eglinton Ave W,Martin Grove Rd,103,NA,NA,NA,NA,103,"c(-79.5631760034985, 43.6744770028432)",NA,22,NA,2017-07-10T04:00:00,NA,MARTIN GROVE RD,EGLINTON AVE W,MARTIN GROVE RD,103,NA,786,NA,23,Etobicoke North(1),NA,Etobicoke Centre(2),NA,Eglinton Ave W And Martin Grove Rd,Etobicoke York,6115,EGLINTON AVE W
23240,13442866,Finch Ave E,Brimley Rd,104,NA,NA,NA,NA,104,"c(-79.2773999905335, 43.8057060076328)",NA,NA,NA,2017-03-10T05:00:00,NA,BRIMLEY RD,FINCH AVE E,BRIMLEY RD,104,NA,1178,NA,42,Scarborough North(23),NA,NA,NA,Finch Ave E And Brimley Rd,Scarborough,6116,FINCH AVE E
23241,13468970,Lake Shore Blvd W,Jameson Ave,105,NA,NA,NA,NA,105,"c(-79.4345630018802, 43.6333410037216)",NA,NA,NA,2017-07-10T04:00:00,NA,JAMESON AVE,LAKE SHORE BLVD W,JAMESON AVE,105,NA,224,NA,14,Parkdale-High Park(4),NA,NA,NA,Lake Shore Blvd W And Jameson Ave,Toronto and East York,6117,LAKE SHORE BLVD W
23242,13452053,Eglinton Ave E,Danforth Rd,106,NA,NA,NA,NA,106,"c(-79.2461639921163, 43.7370970034513)",NA,NA,NA,2017-03-10T05:00:00,NA,DANFORTH RD,EGLINTON AVE E,DANFORTH RD,106,NA,379,NA,43,Scarborough Centre(21),NA,Scarborough Southwest(20),NA,Eglinton Ave E And Danforth Rd,Scarborough,6118,EGLINTON AVE E
23243,13442522,Neilson Rd,McLevin Ave,107,NA,NA,NA,NA,107,"c(-79.2216579986745, 43.8091730021276)",NA,NA,NA,2017-06-05T04:00:00,NA,MCLEVIN AVE,NEILSON RD,MCLEVIN AVE,107,NA,1339,NA,42,Scarborough North(23),NA,Scarborough-Rouge Park(25),NA,Neilson Rd And Mclevin Ave,Scarborough,6119,NEILSON RD
23244,13467394,Simcoe St,Wellington St W,108,NA,NA,NA,NA,108,"c(-79.3855610005702, 43.6460530112796)",NA,NA,NA,2017-08-08T04:00:00,NA,WELLINGTON ST W,SIMCOE ST,WELLINGTON ST W,108,NA,264,NA,52,Spadina-Fort York(10),NA,NA,NA,Simcoe St And Wellington St W,Toronto and East York,6120,SIMCOE ST
23245,13448840,Jane St,Stong Crt,109,NA,NA,NA,NA,109,"c(-79.518821999491, 43.7619170059083)",NA,NA,NA,2017-10-20T04:00:00,YORK GATE BLVD,STONG CRT,JANE ST,STONG CRT,109,NA,972,NA,31,Humber River-Black Creek(7),NA,NA,NA,Jane St And Stong Crt / York Gate Blvd,Etobicoke York,6121,JANE ST
23246,13446514,Ellesmere Rd,Bellamy Rd N,110,NA,NA,NA,NA,110,"c(-79.2417590066978, 43.7743339999482)",NA,NA,NA,2017-03-10T05:00:00,NA,BELLAMY RD N,ELLESMERE RD,BELLAMY RD N,110,NA,700,NA,43,Scarborough-Guildwood(24),NA,NA,NA,Ellesmere Rd And Bellamy Rd N,Scarborough,6122,ELLESMERE RD
23247,13450163,Lawrence Ave E,Kennedy Rd,111,NA,NA,NA,NA,111,"c(-79.2749340070665, 43.7494969990726)",NA,NA,NA,2017-03-10T05:00:00,NA,KENNEDY RD,LAWRENCE AVE E,KENNEDY RD,111,NA,412,NA,41,Scarborough Centre(21),NA,NA,NA,Lawrence Ave E And Kennedy Rd,Scarborough,6123,LAWRENCE AVE E
23248,13454488,Warden Ave,Comstock Rd,112,NA,NA,NA,NA,112,"c(-79.2849930048744, 43.7215320000156)",NA,NA,NA,2017-03-10T05:00:00,NA,COMSTOCK RD,WARDEN AVE,COMSTOCK RD,112,NA,690,NA,41,Scarborough Southwest(20),NA,NA,NA,Warden Ave And Comstock Rd,Scarborough,6124,WARDEN AVE
23249,13443955,Sheppard Ave E,Malvern St,113,NA,NA,NA,NA,113,"c(-79.2349310078247, 43.7946620094042)",NA,NA,NA,2017-05-03T04:00:00,PROGRESS AVE,MALVERN ST,SHEPPARD AVE E,MALVERN ST,113,NA,1568,NA,42,Scarborough North(23),NA,NA,NA,Sheppard Ave E And Malvern St / Progress Ave,Scarborough,6125,SHEPPARD AVE E
23250,13456668,Rexdale Blvd,Kipling Ave,114,NA,NA,NA,NA,114,"c(-79.5667019990785, 43.7117030085107)",NA,NA,NA,2017-10-20T04:00:00,NA,KIPLING AVE,REXDALE BLVD,KIPLING AVE,114,NA,732,NA,23,Etobicoke North(1),NA,NA,NA,Rexdale Blvd And Kipling Ave,Etobicoke York,6126,REXDALE BLVD
23251,13458367,Weston Rd,Lawrence Ave W,115,NA,NA,NA,NA,115,"c(-79.5162009996174, 43.7001579982337)",NA,NA,NA,2017-10-20T04:00:00,NA,LAWRENCE AVE W,WESTON RD,LAWRENCE AVE W,115,NA,431,NA,12,York South-Weston(5),NA,NA,NA,Weston Rd And Lawrence Ave W,Etobicoke York,6127,WESTON RD
23252,13452733,Islington Ave,Albion Rd,116,NA,NA,NA,NA,116,"c(-79.5653050069778, 43.7372359965559)",NA,NA,NA,2017-06-19T04:00:00,NA,ALBION RD,ISLINGTON AVE,ALBION RD,116,NA,717,NA,23,Etobicoke North(1),NA,NA,NA,Islington Ave And Albion Rd,Etobicoke York,6128,ISLINGTON AVE
23253,NA,NA,NA,117,NA,NA,NA,NA,117,"c(-79.4200839983511, 43.7979990068179)",NA,NA,NA,2017-08-11T04:00:00,NA,STEELES AVE,YONGE ST,STEELES AVE,117,NA,131,NA,32,Willowdale(18),NA,NA,NA,Yonge St And Steeles Ave,North York,6130,YONGE ST
23254,13463893,St Clair Ave W,Runnymede Rd,118,NA,NA,NA,NA,118,"c(-79.4835639906144, 43.6689929996743)",NA,11,NA,2017-08-11T04:00:00,NA,RUNNYMEDE RD,ST CLAIR AVE W,RUNNYMEDE RD,118,NA,494,NA,12,York South-Weston(5),NA,NA,NA,St Clair Ave W And Runnymede Rd,Etobicoke York,6131,ST CLAIR AVE W
23255,13453141,Warden Ave,Ashtonbee Rd,119,NA,NA,NA,NA,119,"c(-79.2887619943645, 43.7307110016848)",NA,NA,NA,2017-03-13T04:00:00,NA,ASHTONBEE RD,WARDEN AVE,ASHTONBEE RD,119,NA,1377,NA,41,Scarborough Centre(21),NA,NA,NA,Warden Ave And Ashtonbee Rd,Scarborough,6132,WARDEN AVE
23256,13456952,Keele St,Lawrence Ave W,120,NA,NA,NA,NA,120,"c(-79.4780619980855, 43.7086590072417)",NA,NA,NA,2017-08-11T04:00:00,NA,LAWRENCE AVE W,KEELE ST,LAWRENCE AVE W,120,NA,428,NA,12,York South-Weston(5),NA,NA,NA,Keele St And Lawrence Ave W,Etobicoke York,6134,KEELE ST
23257,13442651,Birchmount Rd,McNicoll Ave,121,NA,NA,NA,NA,121,"c(-79.3111679978823, 43.8086369998735)",NA,NA,NA,2017-08-11T04:00:00,NA,MCNICOLL AVE,BIRCHMOUNT RD,MCNICOLL AVE,121,NA,1413,NA,42,Scarborough-Agincourt(22),NA,NA,NA,Birchmount Rd And Mcnicoll Ave,Scarborough,6135,BIRCHMOUNT RD
23258,13442502,Finch Ave E,Middlefield Rd,122,NA,NA,NA,NA,122,"c(-79.2576989968394, 43.8098879984202)",NA,NA,NA,2017-03-24T04:00:00,NA,MIDDLEFIELD RD,FINCH AVE E,MIDDLEFIELD RD,122,NA,1431,NA,42,Scarborough North(23),NA,NA,NA,Finch Ave E And Middlefield Rd,Scarborough,6136,FINCH AVE E
23259,13459022,Dixon Rd,Islington Ave,123,NA,NA,NA,NA,123,"c(-79.5467310031199, 43.6970490024325)",NA,NA,NA,2017-12-19T05:00:00,NA,ISLINGTON AVE,DIXON RD,ISLINGTON AVE,123,NA,434,NA,23,Etobicoke North(1),NA,Etobicoke Centre(2),NA,Dixon Rd And Islington Ave,Etobicoke York,6137,DIXON RD
23260,13468134,Spadina Ave,Bremner Blvd,124,NA,NA,NA,NA,124,"c(-79.393004001533, 43.6405620021071)",NA,52,NA,2017-09-28T04:00:00,FORT YORK BLVD,BREMNER BLVD,SPADINA AVE,BREMNER BLVD,124,NA,1579,NA,14,Spadina-Fort York(10),NA,NA,NA,Spadina Ave And Bremner Blvd / Fort York Blvd,Toronto and East York,6138,SPADINA AVE
23261,13469508,The Queensway,Royal York Rd,125,NA,NA,NA,NA,125,"c(-79.5026320022918, 43.6263360042642)",NA,NA,NA,2017-06-05T04:00:00,NA,ROYAL YORK RD,THE QUEENSWAY,ROYAL YORK RD,125,NA,565,NA,22,Etobicoke-Lakeshore(3),NA,NA,NA,The Queensway And Royal York Rd,Etobicoke York,6139,THE QUEENSWAY
23262,13468803,Lake Shore Blvd W,Strachan Ave,126,NA,NA,NA,NA,126,"c(-79.4087450089457, 43.6344420021957)",NA,NA,NA,2017-10-06T04:00:00,REMEMBRANCE DR,STRACHAN AVE,LAKE SHORE BLVD W,STRACHAN AVE,126,NA,222,NA,14,Spadina-Fort York(10),NA,NA,NA,Lake Shore Blvd W And Strachan Ave / Remembrance Dr,Toronto and East York,6140,LAKE SHORE BLVD W
23263,13448547,Lawrence Ave E,Markham Rd,127,NA,NA,NA,NA,127,"c(-79.2253240008177, 43.7598219974576)",NA,NA,NA,2017-03-24T04:00:00,NA,MARKHAM RD,LAWRENCE AVE E,MARKHAM RD,127,NA,420,NA,43,Scarborough-Guildwood(24),NA,NA,NA,Lawrence Ave E And Markham Rd,Scarborough,6141,LAWRENCE AVE E
23264,13455910,Jane St,Falstaff Ave,128,NA,NA,NA,NA,128,"c(-79.507223997328, 43.7154560102381)",NA,NA,NA,2017-10-20T04:00:00,GORDON MACKAY RD,FALSTAFF AVE,JANE ST,FALSTAFF AVE,128,NA,531,NA,12,York South-Weston(5),NA,NA,NA,Jane St And Falstaff Ave / Gordon Mackay Rd,Etobicoke York,6142,JANE ST
23265,13454662,Avenue Rd,Lawrence Ave W,129,NA,NA,NA,NA,129,"c(-79.4156090060983, 43.7222550020132)",NA,53,NA,2017-03-14T04:00:00,NA,LAWRENCE AVE W,AVENUE RD,LAWRENCE AVE W,129,NA,119,NA,32,Eglinton-Lawrence(8),NA,NA,NA,Avenue Rd And Lawrence Ave W,North York,6143,AVENUE RD
23266,13443081,Pharmacy Ave,McNicoll Ave,130,NA,NA,NA,NA,130,"c(-79.330734002608, 43.8041220005354)",NA,NA,NA,2017-03-24T04:00:00,NA,MCNICOLL AVE,PHARMACY AVE,MCNICOLL AVE,130,NA,1241,NA,42,Scarborough-Agincourt(22),NA,NA,NA,Pharmacy Ave And Mcnicoll Ave,Scarborough,6145,PHARMACY AVE
23267,13445553,Markham Rd,Progress Ave,131,NA,NA,NA,NA,131,"c(-79.2338900025899, 43.7817459980458)",NA,NA,NA,2017-08-11T04:00:00,NA,PROGRESS AVE,MARKHAM RD,PROGRESS AVE,131,NA,878,NA,43,Scarborough-Guildwood(24),NA,NA,NA,Markham Rd And Progress Ave,Scarborough,6146,MARKHAM RD
23268,13444062,Markham Rd,Sheppard Ave E,132,NA,NA,NA,NA,132,"c(-79.2387520051422, 43.7938690047402)",NA,NA,NA,2017-04-11T04:00:00,NA,SHEPPARD AVE E,MARKHAM RD,SHEPPARD AVE E,132,NA,701,NA,42,Scarborough North(23),NA,NA,NA,Markham Rd And Sheppard Ave E,Scarborough,6147,MARKHAM RD
23269,13445096,Don Mills Rd,Van Horne Ave,133,NA,NA,NA,NA,133,"c(-79.3530289956111, 43.7873450079363)",NA,NA,NA,2017-07-10T04:00:00,NA,VAN HORNE AVE,DON MILLS RD,VAN HORNE AVE,133,NA,628,NA,33,Don Valley North(17),NA,NA,NA,Don Mills Rd And Van Horne Ave,North York,6148,DON MILLS RD
23270,13443095,Sheppard Ave E,Morningside Ave,134,NA,NA,NA,NA,134,"c(-79.1997710048694, 43.8019740056559)",NA,NA,NA,2017-03-10T05:00:00,NA,MORNINGSIDE AVE,SHEPPARD AVE E,MORNINGSIDE AVE,134,NA,1108,NA,42,Scarborough-Rouge Park(25),NA,NA,NA,Sheppard Ave E And Morningside Ave,Scarborough,6149,SHEPPARD AVE E
23271,13443245,Morningside Ave,Milner Ave,135,NA,NA,NA,NA,135,"c(-79.1990800062785, 43.8002799962731)",NA,NA,NA,2017-03-10T05:00:00,NA,MILNER AVE,MORNINGSIDE AVE,MILNER AVE,135,NA,1584,NA,42,Scarborough-Rouge Park(25),NA,NA,NA,Morningside Ave And Milner Ave,Scarborough,6150,MORNINGSIDE AVE
23272,13442363,Kennedy Rd,McNicoll Ave,136,NA,NA,NA,NA,136,"c(-79.3019450092272, 43.8121360060908)",NA,NA,NA,2017-09-28T04:00:00,NA,MCNICOLL AVE,KENNEDY RD,MCNICOLL AVE,136,NA,1586,NA,42,Scarborough-Agincourt(22),NA,NA,NA,Kennedy Rd And Mcnicoll Ave,Scarborough,6152,KENNEDY RD
23273,13446212,Markham Rd,Ellesmere Rd,137,NA,NA,NA,NA,137,"c(-79.2317560025442, 43.7764360086941)",NA,NA,NA,2018-02-16T05:00:00,NA,ELLESMERE RD,MARKHAM RD,ELLESMERE RD,137,NA,702,NA,43,Scarborough-Guildwood(24),NA,NA,NA,Markham Rd And Ellesmere Rd,Scarborough,6153,MARKHAM RD
23274,13466139,Bloor St W,Keele St,138,NA,NA,NA,NA,138,"c(-79.4600479973423, 43.6547070009503)",NA,NA,NA,2018-09-05T04:00:00,PARKSIDE DR,KEELE ST,BLOOR ST W,KEELE ST,138,NA,328,NA,11,Parkdale-High Park(4),NA,NA,NA,Bloor St W And Keele St / Parkside Dr,Toronto and East York,6154,BLOOR ST W
23275,13461355,Eglinton Ave W,Scarlett Rd,139,NA,NA,NA,NA,139,"c(-79.5114570043453, 43.6839620012534)",NA,22,NA,2019-06-03T04:00:00,NA,SCARLETT RD,EGLINTON AVE W,SCARLETT RD,139,NA,784,NA,23,Etobicoke Centre(2),NA,NA,NA,Eglinton Ave W And Scarlett Rd,Etobicoke York,6155,EGLINTON AVE W
23276,13445306,Steeles Ave W,Dufferin St,140,NA,NA,NA,NA,140,"c(-79.4700889909467, 43.7872830028842)",NA,NA,NA,2018-09-05T04:00:00,NA,DUFFERIN ST,STEELES AVE W,DUFFERIN ST,140,NA,619,NA,32,York Centre(6),NA,NA,NA,Steeles Ave W And Dufferin St,North York,6156,STEELES AVE W
23277,13463882,Dufferin St,Dupont St,141,NA,NA,NA,NA,141,"c(-79.4390350096527, 43.6684640112994)",NA,14,NA,2018-11-28T05:00:00,NA,DUPONT ST,DUFFERIN ST,DUPONT ST,141,NA,608,NA,11,Davenport(9),NA,NA,NA,Dufferin St And Dupont St,Toronto and East York,6157,DUFFERIN ST
23278,13467841,Bloor St W,Islington Ave,142,NA,NA,NA,NA,142,"c(-79.5234379984697, 43.6446480024837)",NA,NA,NA,2018-11-28T05:00:00,NA,ISLINGTON AVE,BLOOR ST W,ISLINGTON AVE,142,NA,339,NA,22,Etobicoke-Lakeshore(3),NA,NA,NA,Bloor St W And Islington Ave,Etobicoke York,6158,BLOOR ST W
23279,NA,NA,NA,143,NA,NA,NA,NA,143,"c(-79.6140899949954, 43.7554540002572)",NA,NA,NA,2019-03-01T05:00:00,NA,HIGHWAY 27,STEELES AVE W,HIGHWAY 27,143,NA,1793,NA,23,Etobicoke North(1),NA,NA,NA,Steeles Ave W And Highway 27,Etobicoke York,6159,STEELES AVE W
23280,13446608,Sheppard Ave E,Don Mills Rd,144,NA,NA,NA,NA,144,"c(-79.347040002097, 43.7751070040083)",NA,NA,NA,2019-09-19T04:00:00,NA,DON MILLS RD,SHEPPARD AVE E,DON MILLS RD,144,NA,627,NA,33,Don Valley North(17),NA,NA,NA,Sheppard Ave E And Don Mills Rd,North York,6160,SHEPPARD AVE E
23281,13447608,Steeles Ave W,Signet Dr,145,NA,NA,NA,NA,145,"c(-79.5434480009718, 43.7709200085331)",NA,NA,NA,2019-06-03T04:00:00,OLD WESTON RD,SIGNET DR,STEELES AVE W,SIGNET DR,145,NA,1232,NA,31,Humber River-Black Creek(7),NA,NA,NA,Steeles Ave W And Signet Dr / Old Weston Rd,Etobicoke York,6161,STEELES AVE W
23282,13445476,Kennedy Rd,Sheppard Ave E,146,NA,NA,NA,NA,146,"c(-79.2882629959488, 43.7832860020415)",NA,NA,NA,2020-05-27T04:00:00,NA,SHEPPARD AVE E,KENNEDY RD,SHEPPARD AVE E,146,NA,752,NA,42,Scarborough-Agincourt(22),NA,NA,NA,Kennedy Rd And Sheppard Ave E,Scarborough,6162,KENNEDY RD
23283,13461868,Bathurst St,Nina St,147,NA,NA,NA,NA,147,"c(-79.4169819991952, 43.6798239968693)",NA,NA,NA,2020-12-03T05:00:00,NA,NINA ST,BATHURST ST,NINA ST,147,NA,306,NA,13,Toronto-St. Paul's(12),NA,NA,NA,Bathurst St And Nina St,Toronto and East York,6163,BATHURST ST
23284,13443575,Brimley Rd,Huntingwood Dr,148,NA,NA,NA,NA,148,"c(-79.2733659976785, 43.7984070025272)",NA,NA,NA,2021-04-07T04:00:00,NA,HUNTINGWOOD DR,BRIMLEY RD,HUNTINGWOOD DR,148,NA,1170,NA,42,Scarborough North(23),NA,NA,NA,Brimley Rd And Huntingwood Dr,Scarborough,6167,BRIMLEY RD
